content,cleaned_content,score,sentiment,label_used,text_source
"Got scammed. The sales said I will receive a decent amount of cashback for an amount of money I put in Jenius. My friends' put double amount, and they said she will also get double cashback. But the reality is, we only got ""Cashback First Topup"" for only Rp2.500. They also said it will only take 2 weeks to receive the cashback. I made Jenius's account from 31st January and it's been almost a month. So thx a lot 🙏🏻",got scammed sale said receive decent amount cashback amount money put jenius friend put double amount said also get double cashback reality got cashback first topup rp also said take week receive cashback made jeniuss account st january almost month thx lot,1,negative,negative,score_augmented
Kenapa aplikasi jenius lemot sekalii. Ditambah ada pop up qris di awal buka yg tambah bikin lemot,kenapa aplikasi jenius lemot sekalii ditambah ada pop qris di awal buka yg tambah bikin lemot,3,neutral,neutral,score_augmented
Awful ( bot customer service yang benar benar tidak membantu) its almost comedic how awful the bot was,awful bot customer service yang benar benar tidak membantu almost comedic awful bot,1,negative,negative,score_augmented
Aplikasi mobile banking yg keren!! Bisa nabung dengan aman. Dan yang pasti bisa gampang banget kalo mau top up netflix atau spotify. Makasih jenius!!,aplikasi mobile banking yg keren bisa nabung dengan aman dan yang pasti bisa gampang banget kalo mau top netflix atau spotify makasih jenius,5,positive,positive,score_augmented
New update don't run smoothly,new update dont run smoothly,1,negative,negative,score_augmented
Semoga tiap update aplikasi tidak sering error dan log in bisa seamless.,semoga tiap update aplikasi tidak sering error dan log bisa seamless,3,neutral,neutral,score_augmented
"Dibanding aplikasi e-finance lain, ini sangat lemot",dibanding aplikasi efinance lain ini sangat lemot,4,positive,positive,score_augmented
"Mantep babget, aktivasi aplikasi m banking sesimpel ini. Bisa isi saldo e wallet, bisa untuk pembayaran via scan barcode QRIS jugak. Mantao mantap",mantep babget aktivasi aplikasi banking sesimpel ini bisa isi saldo e wallet bisa untuk pembayaran via scan barcode qris jugak mantao mantap,5,positive,positive,score_augmented
Mantappp,mantappp,5,positive,positive,score_augmented
Salah satu aplikasi keuangan favorit karena fiturnya bagus dan lengkap!,salah satu aplikasi keuangan favorit karena fiturnya bagus dan lengkap,5,positive,positive,score_augmented
"i cant login, "" you have expired session, automatic logout "" why ?",cant login expired session automatic logout,1,negative,negative,score_augmented
Ask me to unlink previous device which I already dont have access to. Now I cannot access my account/funds,ask unlink previous device already dont access cannot access accountfunds,1,negative,negative,score_augmented
"Session expired, tidak bisa login dengan handphone baru. Sudah Jenius Help 1500365, untuk dibantu Unlink Device tapi proses nya lama banget sudah habis pulsa. Mohon untuk diperbaiki pelayananya karena sudah habis waktu Dan uang hanya untuk coba unlink.",session expired tidak bisa login dengan handphone baru sudah jenius help untuk dibantu unlink device tapi prose nya lama banget sudah habis pulsa mohon untuk diperbaiki pelayananya karena sudah habis waktu dan uang hanya untuk coba unlink,1,negative,negative,score_augmented
"Ga bisa login abis update, s20 fe",ga bisa login abis update fe,1,negative,negative,score_augmented
Kenapa tidak bisa terbuka? Bawaanx loading terus??!! Mohon di perbaiki system updatan terbaru ini!!!!,kenapa tidak bisa terbuka bawaanx loading terus mohon di perbaiki system updatan terbaru ini,3,neutral,neutral,score_augmented
Ribet,ribet,1,negative,negative,score_augmented
"bagus dan aman, proses transaksi yang cepat!",bagus dan aman prose transaksi yang cepat,5,positive,positive,score_augmented
"aplikasi mbanking dengan tampilan simple dan mudah dipahami, aktivasinya juga mudah bisa online lewat video call atau offline dengan datang langsung ke service pointnya, cool!",aplikasi mbanking dengan tampilan simple dan mudah dipahami aktivasinya juga mudah bisa online lewat video call atau offline dengan datang langsung ke service pointnya cool,5,positive,positive,score_augmented
"udah 1 bulan lebih permasalahan ga bisa login dan logout blm di fix, maxi server pun bermasalah engga bisa auto selesai jika masanya sudah habis. tokong kredibelitas ini ditanyakan",udah bulan lebih permasalahan ga bisa login dan logout blm di fix maxi server pun bermasalah engga bisa auto selesai jika masanya sudah habis tokong kredibelitas ini ditanyakan,1,negative,negative,score_augmented
"HATI-HATI JANGAN PAKAI BANK INI !!!!!! Sistem bank jelek banget, masa baru daftar besoknya kena blokir sementara, sudah 2 kali seperti itu, dan nasabah harus datang ke cabang terdekat bikin capek, sangat menyita waktu dan menyita uang didalamnya, hati-hati aja temen saya juga kaya gitu dan tidak bisa di perbaiki secara online ribet sekali sedangkan orang lain sangat sibuk dengan pekerjaannya, JANGAN MAU DAFTAR DISINI JIKA TIDAK MAU DANA ANDA DIBEKUKAN BIKIN RIBET URUSNYA",hatihati jangan pakai bank ini sistem bank jelek banget masa baru daftar besoknya kena blokir sementara sudah kali seperti itu dan nasabah harus datang ke cabang terdekat bikin capek sangat menyita waktu dan menyita uang didalamnya hatihati aja temen saya juga kaya gitu dan tidak bisa di perbaiki secara online ribet sekali sedangkan orang lain sangat sibuk dengan pekerjaannya jangan mau daftar disini jika tidak mau dana anda dibekukan bikin ribet urusnya,1,negative,negative,score_augmented
"korban sales, engga to the point.. malah nyita waktu lama.. akhirnya ga dapet kartunya😡",korban sale engga point malah nyita waktu lama akhirnya ga dapet kartunya,1,negative,negative,score_augmented
Ga bisa login meskipun udah dicoba 3 kali,ga bisa login meskipun udah dicoba kali,1,negative,negative,score_augmented
aplikasi yang sangat baguss dijamin ga nyesel pake jenius!!!,aplikasi yang sangat baguss dijamin ga nyesel pake jenius,5,positive,positive,score_augmented
"Aplikasi ga jelas , ktp sim kirim udah 3x udah lengkap semua malah ditolak",aplikasi ga jelas ktp sim kirim udah x udah lengkap semua malah ditolak,1,negative,negative,score_augmented
After finished unlinked device I can't do transfer and informed call center but they asked me wait for 5 work-days! I need to transfer right after I successfully login but it keeps 'transaction failed' over and over again. 😔😔😔😔,finished unlinked device cant transfer informed call center asked wait workday need transfer right successfully login keep transaction failed,2,negative,negative,score_augmented
"ini aplikasi e-wallet yang mudah banget untuk beli netflix premium, spotify, dll. Aktivasi nya jga mudah banget udh gtu ini aplikasi safe bgt si trs desain UI UX nya juga simple ga bikin pusing, keren banget deh aplikasi ini!",ini aplikasi ewallet yang mudah banget untuk beli netflix premium spotify dll aktivasi nya jga mudah banget udh gtu ini aplikasi safe bgt si trs desain ui ux nya juga simple ga bikin pusing keren banget deh aplikasi ini,5,positive,positive,score_augmented
Mudah dipahami n bnyk fiturnya,mudah dipahami n bnyk fiturnya,5,positive,positive,score_augmented
"Aplikasinya sangat mudah digunakan, jadi ga bingung pas mau transaksi",aplikasinya sangat mudah digunakan jadi ga bingung pa mau transaksi,5,positive,positive,score_augmented
"Aplikasi bank digital yang bagus banget, tampilannya sederhana dan bikin transaksi jadi makin mudah. Jenius Keren!!",aplikasi bank digital yang bagus banget tampilannya sederhana dan bikin transaksi jadi makin mudah jenius keren,5,positive,positive,score_augmented
"Sangat kecewa dengan pengalaman redeem promo cashback 100% di AEON Sentul pada tanggal 5/1/25. Aturan di app Aeon Mall yang tidak tertulis ttg perwakilan dan waktu transaksi membuat prosesnya sangat melelahkan. Pelayanan dari petugas, juga kurang ramah dan tidak memberikan solusi yang memuaskan. Padahal, saya sudah menjadi pengguna Jenius sejak tahun 2017. Sebagai pelanggan setia, saya berharap Jenius dapat memberikan penjelasan yang lebih transparan. Jujur ini membuat saya ingin menutup 2 rek",sangat kecewa dengan pengalaman redeem promo cashback di aeon sentul pada tanggal aturan di app aeon mall yang tidak tertulis ttg perwakilan dan waktu transaksi membuat prosesnya sangat melelahkan pelayanan dari petugas juga kurang ramah dan tidak memberikan solusi yang memuaskan padahal saya sudah menjadi pengguna jenius sejak tahun sebagai pelanggan setia saya berharap jenius dapat memberikan penjelasan yang lebih transparan jujur ini membuat saya ingin menutup rek,1,negative,negative,score_augmented
keeps getting slower and slower. keep it simple please,keep getting slower slower keep simple please,3,neutral,neutral,score_augmented
Keep me logged out every time I wanna log,keep logged every time wanna log,1,negative,negative,score_augmented
"""Your Session Has Been Expired."" Whatt????",session expired whatt,1,negative,negative,score_augmented
hmmmm aplikasinya lemot sekali. sangat lemot. buat yg nyari bank digital silakan pindah ke bank lain aja masih banyak yg masih responsif dan masih lebih baik ketimbang jenius.,hmmmm aplikasinya lemot sekali sangat lemot buat yg nyari bank digital silakan pindah ke bank lain aja masih banyak yg masih responsif dan masih lebih baik ketimbang jenius,1,negative,negative,score_augmented
Buka app nya lama sekarang.. loading awalnya panjang..,buka app nya lama sekarang loading awalnya panjang,4,positive,positive,score_augmented
App is not usefull because password is suddenly wrong,app usefull password suddenly wrong,1,negative,negative,score_augmented
"Gak bisa munculin QR dong, mau belanja di minimarket gak bisa. Katanya sekarang harus scan qr dari kasir ke aplikasi, ini jenius gak bisa keluarin QR, kacau sih ketinggalan banget",gak bisa munculin qr dong mau belanja di minimarket gak bisa katanya sekarang harus scan qr dari kasir ke aplikasi ini jenius gak bisa keluarin qr kacau sih ketinggalan banget,2,negative,negative,score_augmented
"sangat membantu dan sangat mudah untuk digunakan, aplikasi recomended bintang 5 dari saya ✨✨✨✨✨",sangat membantu dan sangat mudah untuk digunakan aplikasi recomended bintang dari saya,5,positive,positive,score_augmented
Mbaknya cantik dan menawan.,mbaknya cantik dan menawan,5,positive,positive,score_augmented
"Top upnya gampang banget, gak ribet pakai Jenius. Keamanan transaksi dijamin. Bisa bayar apa aja dengan Jenius. Hidup jadi lebih mudah. Ayo gunakan Jenius",top upnya gampang banget gak ribet pakai jenius keamanan transaksi dijamin bisa bayar apa aja dengan jenius hidup jadi lebih mudah ayo gunakan jenius,5,positive,positive,score_augmented
"Tidak bisa login setelah ganti device,selalu automatic logged out,walaupun sudah unlink device lama",tidak bisa login setelah ganti deviceselalu automatic logged outwalaupun sudah unlink device lama,1,negative,negative,score_augmented
"aplikasi bank digital yang bagus, banyak promonya!! ga nyesel download Jenius 🥰",aplikasi bank digital yang bagus banyak promonya ga nyesel download jenius,5,positive,positive,score_augmented
"bad app, bad service",bad app bad service,1,negative,negative,score_augmented
lemot,lemot,1,negative,negative,score_augmented
Not recommended,recommended,1,negative,negative,score_augmented
"After change to another smartphone,my account can not login with error already logout in the login process.. please support to troubleshoot",change another smartphonemy account login error already logout login process please support troubleshoot,2,negative,negative,score_augmented
