content,cleaned_content,score,sentiment,label_used
"Can't login using different device. Saw other people have the same problem. After OTP always says session expired. Using old device was slow so thinking I could get better experience with newer device which is not at all, I can't even login.",cant login using different device saw people problem otp always say session expired using old device slow thinking could get better experience newer device cant even login,1,negative,negative
aplikasi terbaik ini,aplikasi terbaik ini,5,positive,positive
Masih lebih kencang siput jalannya!!!,masih lebih kencang siput jalannya,1,negative,negative
"Sudah jauh berkurang fasilitas, promo, kemudahan penggunaan, dan kemampuanya mendukung trax via Web",sudah jauh berkurang fasilitas promo kemudahan penggunaan dan kemampuanya mendukung trax via web,1,negative,negative
Tidak dapat Login dengan sukses,tidak dapat login dengan sukses,1,negative,negative
"after I call cs to unlink device, but he cant unlink. waste our time. this is digital bank but, it cant access from the website anymore.",call c unlink device cant unlink waste time digital bank cant access website anymore,1,negative,negative
aplikasi ini sangat bagus dan sangat membantu . bisa bertransaksi dan mengelola uang lebih simple,aplikasi ini sangat bagus dan sangat membantu bisa bertransaksi dan mengelola uang lebih simple,5,positive,positive
This application makes it easier for me. I really like this application,application make easier really like application,5,positive,positive
bank maling iki cuk!!,bank maling iki cuk,1,negative,negative
Sangat memudahkan sekali untuk memanage keuangan. Aplikasi serba guna. Good,sangat memudahkan sekali untuk memanage keuangan aplikasi serba guna good,5,positive,positive
Apps always closed and lagging,apps always closed lagging,3,neutral,neutral
Aplikasi yg bagus dan bermanfaat,aplikasi yg bagus dan bermanfaat,5,positive,positive
"Aplikasi Jenius ini berguna banget, simple dan bagus.",aplikasi jenius ini berguna banget simple dan bagus,5,positive,positive
Karna HP hilang. Ngga bisa log in pakai perangkat baru. Dan harus ke bank terdekat untuk menghubunkan dengan perangkat baru. Agak ribet,karna hp hilang ngga bisa log pakai perangkat baru dan harus ke bank terdekat untuk menghubunkan dengan perangkat baru agak ribet,3,neutral,neutral
Improve dulu app lu yg laggy sama unresponsive itu baru gw kasih *5,improve dulu app lu yg laggy sama unresponsive itu baru gw kasih,1,negative,negative
Cannot login,cannot login,1,negative,negative
"Aplikasinya simple, aktivasinya mudah dan ui/uxnya menarikk.",aplikasinya simple aktivasinya mudah dan uiuxnya menarikk,5,positive,positive
"disappointed, previously there was no notification regarding the loan if it was paid early it was charged 100,000 and in my opinion that also didn't make sense because it has been paid with the money we borrow and the interest",disappointed previously notification regarding loan paid early charged opinion also didnt make sense paid money borrow interest,1,negative,negative
Bug di versi terbaru. Ga bisa switch bahasa Indonesia,bug di versi terbaru ga bisa switch bahasa indonesia,3,neutral,neutral
"Lemot app nya, mohon di perbaiki",lemot app nya mohon di perbaiki,2,negative,negative
"Baru saja login,baru buat pin. Langsung ke kick out dan harus login ulang. Gitu terus berulang. Mohon segera diperbaiki dong",baru saja loginbaru buat pin langsung ke kick dan harus login ulang gitu terus berulang mohon segera diperbaiki dong,1,negative,negative
Udah mantap lagi 🫰,udah mantap lagi,5,positive,positive
"Tidak bisa login, nasabah bubar...",tidak bisa login nasabah bubar,1,negative,negative
Lemot,lemot,3,neutral,neutral
"Very help full bank application.. You can track your ""moneystory"" For no time limit.. Easy and user friendly application. I love this so much.. Just 10k rupiahs/month ""subscription"" Fee you get all you need from bank to expense tracker",help full bank application track moneystory time limit easy user friendly application love much k rupiahsmonth subscription fee get need bank expense tracker,5,positive,positive
can't login. auto logout everytime,cant login auto logout everytime,1,negative,negative
Aktivasinya saat pendataran sangat simple dan saya suka desain tampilan aplikasinya,aktivasinya saat pendataran sangat simple dan saya suka desain tampilan aplikasinya,5,positive,positive
Haha. Mau pindah device aja ribet. Telp cs. Csnya lemot. Call sampe pulsa abis. Mesti ke bank. Tutup akun aja deh,haha mau pindah device aja ribet telp c csnya lemot call sampe pulsa abis mesti ke bank tutup akun aja deh,1,negative,negative
"It's super easy to top up my shopeepay and ovo. I really need this app, no regret !",super easy top shopeepay ovo really need app regret,5,positive,positive
slow as snail,slow snail,1,negative,negative
"Malem ini mendadak aplikasinya susah login ga tau kenapa, padahal sudah update yg paling mutakhir. Tolong diperbaiki yaa",malem ini mendadak aplikasinya susah login ga tau kenapa padahal sudah update yg paling mutakhir tolong diperbaiki yaa,3,neutral,neutral
salah satu aplikasi e wallet yang sangat baik. beneran jenius. pokoknya dengan jenius dapat menabung dgn amandan tenang.,salah satu aplikasi e wallet yang sangat baik beneran jenius pokoknya dengan jenius dapat menabung dgn amandan tenang,5,positive,positive
"Ada rencana bikin lite version ga? Yang ga load data kebanyakan soalnya cuman butuh layanan banking transfer2 aja, butuh cepet loading apps dulu",ada rencana bikin lite version ga yang ga load data kebanyakan soalnya cuman butuh layanan banking transfer aja butuh cepet loading apps dulu,3,neutral,neutral
Bagus aplikasi nya mudah di mengerti,bagus aplikasi nya mudah di mengerti,5,positive,positive
"Aplikasi yang hebat! Mau opening rekening baru tinggal download dan isi data. Aktivasi pun mudah bisa lewat video call atau datang langsung ke bank. Aktivasi via video call pun cepat, karena petugas customer service selalu online. Setelah aktivasi, tinggal duduk manis menunggu debit card datang. UI UX simple, memudahkan nasabah untuk mengakses mobile banking, menabung, e wallet, top up, bayar tagihan netflix atau spotify, atau kebutuhan financial lainnya, dan sudah pasti safe karena diawasi oleh",aplikasi yang hebat mau opening rekening baru tinggal download dan isi data aktivasi pun mudah bisa lewat video call atau datang langsung ke bank aktivasi via video call pun cepat karena petugas customer service selalu online setelah aktivasi tinggal duduk manis menunggu debit card datang ui ux simple memudahkan nasabah untuk mengakses mobile banking menabung e wallet top bayar tagihan netflix atau spotify atau kebutuhan financial lainnya dan sudah pasti safe karena diawasi oleh,5,positive,positive
"Aplikasi bank terbaik dengan design UI UX simple dan ramah bagi orang yang awam sekalipun, sangat mudah digunakan. Good job!!",aplikasi bank terbaik dengan design ui ux simple dan ramah bagi orang yang awam sekalipun sangat mudah digunakan good job,5,positive,positive
"Mohon jika ada update terkait peningkatan keamanan dalam pemakaian aplikasi agar disosialisasikan terlebih dahulu, rilis fitur keamanan secara berlahan.",mohon jika ada update terkait peningkatan keamanan dalam pemakaian aplikasi agar disosialisasikan terlebih dahulu rilis fitur keamanan secara berlahan,4,positive,positive
"Please fix the login issue people have been experiencing. I've tried logging in and creating a PIN 5 times today, and it's always the same error: session expired. At least inform us that we have to reset our account with a Jenius rep.",please fix login issue people experiencing ive tried logging creating pin time today always error session expired least inform u reset account jenius rep,1,negative,negative
Aplikasinya mudah digunakan dan sangat membantu!!,aplikasinya mudah digunakan dan sangat membantu,5,positive,positive
Apk error,apk error,1,negative,negative
"Saya korban feesible 120.000, sistem bobrok, aplikasi lambat",saya korban feesible sistem bobrok aplikasi lambat,1,negative,negative
The need to call contact center to unlock device is ridiculous.,need call contact center unlock device ridiculous,1,negative,negative
"Ribet ngurus ganti ke perangkat baru, disuruh verifikasi via video call buat unlink device sebelumnya, lalu dikirim link ke email untuk video call, sudah video call baru proses unlink slesai. Setelah itu perlu video call lagi untuk aktivasi di dalam app, video call terputus, di-video call ulang lagi katanya terputus sebelumnya bla bla ... dan disuruh ke customer service. Ya sudah langsung saya uninstall saja aplikasi ribet begini, malu sama app pesaing. Buat app tapi ribet minta ampun.",ribet ngurus ganti ke perangkat baru disuruh verifikasi via video call buat unlink device sebelumnya lalu dikirim link ke email untuk video call sudah video call baru prose unlink slesai setelah itu perlu video call lagi untuk aktivasi di dalam app video call terputus divideo call ulang lagi katanya terputus sebelumnya bla bla dan disuruh ke customer service ya sudah langsung saya uninstall saja aplikasi ribet begini malu sama app pesaing buat app tapi ribet minta ampun,1,negative,negative
sejak ganti hape tidak bisa login,sejak ganti hape tidak bisa login,1,negative,negative
"Can't Login, Alwayss Session Time Out when already setting PIN",cant login alwayss session time already setting pin,1,negative,negative
"Buka aplikasinya lemot, mohon dipercepat dong ya kalo udah nanti dibintang 5 in. Gaya mah belakangan yg penting reliabilitas sama kecepatan dulu aja. Semangat.",buka aplikasinya lemot mohon dipercepat dong ya kalo udah nanti dibintang gaya mah belakangan yg penting reliabilitas sama kecepatan dulu aja semangat,3,neutral,neutral
"Ini bank scam penipuan ada biaya biaya admin terselubung kemarin saya ada pinjaman pas mau bayar harus ada saldo di rekening namun saldo untuk bayar rekening tersebut malah dipotong biaya biaya admin ntah dari mana namun begitu saldo ditambah buat nutupin biaya yg dipotong ga jelas tadi malah dipending dan saya kena denda mulus sekali scam penipuan bank ini buat yang mau install segera urungkan niat anda masih banyak bank digital yang bebas biaya admin seperti sea bank, bank jago dan bank neo",ini bank scam penipuan ada biaya biaya admin terselubung kemarin saya ada pinjaman pa mau bayar harus ada saldo di rekening namun saldo untuk bayar rekening tersebut malah dipotong biaya biaya admin ntah dari mana namun begitu saldo ditambah buat nutupin biaya yg dipotong ga jelas tadi malah dipending dan saya kena denda mulus sekali scam penipuan bank ini buat yang mau install segera urungkan niat anda masih banyak bank digital yang bebas biaya admin seperti sea bank bank jago dan bank neo,1,negative,negative
Aplikasi digital perbankan paling worth it. Transaksi gampang banget. Terima kasih Jenius,aplikasi digital perbankan paling worth transaksi gampang banget terima kasih jenius,5,positive,positive
"Aplikasinya mudah digunakan, fitur UI/UX nya mudah dan jg bisa top up ke e-wallet untuk berlangganan Netflix dan sporify hihi",aplikasinya mudah digunakan fitur uiux nya mudah dan jg bisa top ke ewallet untuk berlangganan netflix dan sporify hihi,5,positive,positive
"CS nya gak jelass. Saya ada masalah connectin kartu debit di grab dan gojek.kartu saya ditolak disuruh lapor ke bank. Lapor cs cma disuruh cba aja lagi, jenius sdg gak ada kendala transaksi online. Saya udh cba berkali kali ttp gak bisa tpi jawaban cs ttp sama!!!! Cs sangat tdk membantu!!",c nya gak jelass saya ada masalah connectin kartu debit di grab dan gojekkartu saya ditolak disuruh lapor ke bank lapor c cma disuruh cba aja lagi jenius sdg gak ada kendala transaksi online saya udh cba berkali kali ttp gak bisa tpi jawaban c ttp sama c sangat tdk membantu,1,negative,negative
Aplikasi paling bagus dan paling mudah untuk digunakan,aplikasi paling bagus dan paling mudah untuk digunakan,5,positive,positive
"Aplikasinya mudah digunakan, aktivasinya juga simpel",aplikasinya mudah digunakan aktivasinya juga simpel,5,positive,positive
sudah hampir sebulan ga pernah bisa connect ke agent. Ditelepon juga tidak pernah bs nyambung dengan agent,sudah hampir sebulan ga pernah bisa connect ke agent ditelepon juga tidak pernah b nyambung dengan agent,1,negative,negative
"Setelah update jadi tidak bisa login. Ketika login ""your session has expired. You r now logout automaticlly"" Bagaimana kontak helpdesknya ini?",setelah update jadi tidak bisa login ketika login session expired r logout automaticlly bagaimana kontak helpdesknya ini,1,negative,negative
